# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
        91,4.4,92.3,0.0,0.0,0.0,3.3,7150000,Mount Greylock,2019
        88,0.0,100.0,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2019
       136,5.1,89.7,0.0,3.7,0.0,1.5,1970000,Nantucket,2019
        81,1.2,96.3,0.0,0.0,0.0,2.5,7200000,Narragansett,2019
       248,2.4,94.4,0.0,0.0,0.0,3.2,7250000,Nashoba,2019
       171,1.8,96.5,0.0,0.0,0.0,1.8,8520000,Nashoba Valley Regional Vocational Technical,2019
       381,1.0,96.3,0.0,0.8,0.0,1.8,1980000,Natick,2019
       250,1.2,94.0,0.4,0.0,0.0,4.4,6600000,Nauset,2019
       449,0.7,97.3,0.0,0.0,0.0,2.0,1990000,Needham,2019
       520,13.1,71.9,0.6,7.7,0.0,6.7,2010000,New Bedford,2019
       191,3.7,93.2,0.0,1.0,0.0,2.1,2040000,Newburyport,2019
"     1,002",0.8,95.6,0.2,0.0,0.0,3.4,2070000,Newton,2019
       139,0.7,98.6,0.0,0.0,0.0,0.7,9150000,Norfolk County Agricultural,2019
        95,10.5,82.1,1.1,4.2,0.0,2.1,2090000,North Adams,2019
       406,0.2,96.6,0.2,1.0,0.0,2.0,2110000,North Andover,2019
       289,3.5,93.1,0.0,0.3,0.0,3.1,2120000,North Attleborough,2019
        41,9.8,85.4,0.0,0.0,0.0,4.9,2150000,North Brookfield,2019
       198,2.0,91.4,0.5,0.0,0.0,6.1,7350000,North Middlesex,2019
       192,1.0,96.4,1.0,0.0,0.0,1.6,2170000,North Reading,2019
       223,1.8,93.3,0.9,0.0,0.0,4.0,2100000,Northampton,2019
       133,7.5,91.7,0.0,0.0,0.0,0.8,4060000,Northampton-Smith Vocational Agricultural,2019
       368,0.5,97.8,0.0,0.3,0.0,1.4,7300000,Northboro-Southboro,2019
       145,8.3,87.6,2.1,0.0,0.0,2.1,2140000,Northbridge,2019
       288,0.7,98.6,0.0,0.0,0.0,0.7,8530000,Northeast Metropolitan Regional Vocational Technical,2019
       111,1.8,97.3,0.0,0.0,0.0,0.9,8510000,Northern Berkshire Regional Vocational Technical,2019
       192,2.6,95.3,0.0,0.0,0.0,2.1,2180000,Norton,2019
       178,0.6,97.2,0.0,0.0,0.0,2.2,2190000,Norwell,2019
       246,2.4,93.1,0.4,0.4,0.0,3.7,2200000,Norwood,2019
       132,2.3,97.0,0.8,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2019
       188,2.1,96.8,0.5,0.0,0.0,0.5,7400000,Old Rochester,2019
       108,9.3,79.6,0.9,1.9,0.0,8.3,2260000,Oxford,2019
       105,2.9,91.4,0.0,3.8,0.0,1.9,2270000,Palmer,2019
       129,3.9,92.2,0.0,1.6,0.0,2.3,8600000,Pathfinder Regional Vocational Technical,2019
        72,0.0,77.8,0.0,2.8,0.0,19.4,35010000,Paulo Freire Social Justice Charter School (District),2019
       375,6.9,86.4,0.0,1.1,0.0,5.6,2290000,Peabody,2019
       233,1.3,96.6,0.9,0.0,0.0,1.3,2310000,Pembroke,2019
       159,4.4,93.1,1.3,0.0,0.0,1.3,7450000,Pentucket,2019
        26,23.1,7.7,0.0,0.0,0.0,69.2,35180000,Phoenix Academy Public Charter High School Lawrence (District),2019
        74,62.2,12.2,2.7,0.0,0.0,23.0,35080000,Phoenix Academy Public Charter High School Springfield (District),2019
        74,63.5,5.4,5.4,0.0,0.0,25.7,4930000,Phoenix Charter Academy (District),2019
        37,0.0,97.3,0.0,2.7,0.0,0.0,4940000,Pioneer Charter School of Science (District),2019
        44,0.0,100.0,0.0,0.0,0.0,0.0,35060000,Pioneer Charter School of Science II (PCSS-II) (District),2019
        59,1.7,96.6,0.0,0.0,0.0,1.7,7500000,Pioneer Valley,2019
        17,5.9,94.1,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2019
        66,4.5,86.4,4.5,0.0,0.0,4.5,4790000,Pioneer Valley Performing Arts Charter Public (District),2019
       392,7.4,84.4,0.5,0.8,0.0,6.9,2360000,Pittsfield,2019
       602,3.3,93.4,1.0,1.2,0.0,1.2,2390000,Plymouth,2019
        69,1.4,95.7,0.0,0.0,0.0,2.9,4870000,Prospect Hill Academy Charter (District),2019
       161,10.6,82.6,0.6,0.0,0.0,6.2,7530000,Quabbin,2019
       103,2.9,93.2,1.0,1.0,0.0,1.9,7780000,Quaboag Regional,2019
       748,3.5,91.8,0.0,1.6,0.0,3.1,2430000,Quincy,2019
       160,6.3,89.4,1.3,0.0,0.0,3.1,7550000,Ralph C Mahar,2019
       175,7.4,75.4,0.6,1.7,0.0,14.9,2440000,Randolph,2019
       336,0.0,96.7,0.0,0.6,0.0,2.7,2460000,Reading,2019
       553,11.0,78.5,0.9,2.2,0.0,7.4,2480000,Revere,2019
        64,0.0,100.0,0.0,0.0,0.0,0.0,4830000,Rising Tide Charter Public (District),2019
       128,5.5,88.3,0.8,0.0,0.0,5.5,2510000,Rockland,2019
        84,2.4,97.6,0.0,0.0,0.0,0.0,2520000,Rockport,2019
        78,1.3,88.5,0.0,1.3,0.0,9.0,4840000,Roxbury Preparatory Charter (District),2019
       110,1.8,98.2,0.0,0.0,0.0,0.0,4410000,Sabis International Charter (District),2019
       277,6.5,80.5,0.0,5.4,0.0,7.6,2580000,Salem,2019
        49,2.0,95.9,0.0,0.0,0.0,2.0,4850000,Salem Academy Charter (District),2019
       170,0.6,92.9,0.6,1.2,0.0,4.7,2610000,Sandwich,2019
       189,7.4,84.1,1.6,2.6,0.0,4.2,2620000,Saugus,2019
       217,2.3,94.5,0.0,0.0,0.0,3.2,2640000,Scituate,2019
       158,0.6,98.1,0.0,0.0,0.0,1.3,2650000,Seekonk,2019
       292,0.3,96.9,0.3,0.3,0.0,2.1,2660000,Sharon,2019
       311,0.6,97.1,0.3,0.0,0.0,1.9,8710000,Shawsheen Valley Regional Vocational Technical,2019
       446,1.3,95.7,0.4,0.0,0.0,2.5,2710000,Shrewsbury,2019
       260,1.9,96.5,0.4,0.8,0.0,0.4,7600000,Silver Lake,2019
        34,2.9,91.2,0.0,0.0,0.0,5.9,4740000,Sizer School: A North Central Charter Essential (District),2019
       263,1.9,95.1,0.0,0.4,0.0,2.7,7630000,Somerset Berkley Regional School District,2019
       341,5.3,85.0,0.3,1.8,0.0,7.6,2740000,Somerville,2019
       127,1.6,96.1,0.0,0.0,0.0,2.4,2780000,South Hadley,2019
       155,1.9,96.1,0.0,0.0,0.0,1.9,8290000,South Middlesex Regional Vocational Technical,2019
        63,3.2,93.7,0.0,0.0,0.0,3.2,4880000,South Shore Charter Public (District),2019
       157,1.3,96.8,0.0,0.0,0.0,1.9,8730000,South Shore Regional Vocational Technical,2019
       136,13.2,70.6,0.0,6.6,0.0,9.6,2770000,Southbridge,2019
       349,1.1,98.0,0.3,0.0,0.0,0.6,8720000,Southeastern Regional Vocational Technical,2019
        42,4.8,90.5,0.0,2.4,0.0,2.4,7650000,Southern Berkshire,2019
       277,2.5,95.3,0.0,0.4,0.0,1.8,8760000,Southern Worcester County Regional Vocational Technical,2019
       124,0.0,96.8,0.8,0.8,0.0,1.6,7660000,Southwick-Tolland-Granville Regional School District,2019
        99,5.1,87.9,1.0,0.0,0.0,6.1,7670000,Spencer-E Brookfield,2019
"     1,883",13.3,73.8,0.8,4.2,0.0,7.9,2810000,Springfield,2019
       179,2.8,92.7,0.0,0.0,0.0,4.5,2840000,Stoneham,2019
       287,6.6,87.1,0.0,0.3,0.0,5.9,2850000,Stoughton,2019
       197,0.5,98.5,0.0,0.0,0.0,1.0,4890000,Sturgis Charter Public (District),2019
       102,2.0,96.1,0.0,0.0,0.0,2.0,2900000,Sutton,2019
       175,0.0,94.9,0.0,0.0,0.0,5.1,2910000,Swampscott,2019
       134,0.0,97.8,0.0,0.0,0.0,2.2,2920000,Swansea,2019
       278,2.5,93.5,0.4,2.2,0.0,1.4,7700000,Tantasqua,2019
       543,6.1,89.7,0.0,1.8,0.0,2.4,2930000,Taunton,2019
       455,36.5,39.8,6.2,0.4,0.0,17.1,39020000,TEC Connections Academy Commonwealth Virtual School District,2019
       255,2.0,94.9,0.0,0.0,0.0,3.1,2950000,Tewksbury,2019
       243,1.2,97.9,0.0,0.0,0.0,0.8,8780000,Tri-County Regional Vocational Technical,2019
       175,1.7,94.3,0.0,0.6,0.0,3.4,7730000,Triton,2019
       126,1.6,96.8,0.0,0.0,0.0,1.6,3010000,Tyngsborough,2019
       158,0.6,98.7,0.0,0.0,0.0,0.6,8790000,Upper Cape Cod Regional Vocational Technical,2019
       149,4.7,83.9,1.3,0.0,0.0,10.1,3040000,Uxbridge,2019
       571,1.4,96.1,0.2,0.0,0.0,2.3,7750000,Wachusett,2019
       234,0.4,96.2,0.4,0.4,0.0,2.6,3050000,Wakefield,2019
       301,0.3,95.3,0.0,0.0,0.0,4.3,3070000,Walpole,2019
       411,10.2,82.5,0.5,1.9,0.0,4.9,3080000,Waltham,2019
        81,16.0,74.1,1.2,1.2,0.0,7.4,3090000,Ware,2019
       155,15.5,68.4,0.0,1.9,0.6,13.5,3100000,Wareham,2019
       163,4.3,90.2,0.0,0.0,0.0,5.5,3140000,Watertown,2019
       212,0.9,96.7,0.9,0.0,0.0,1.4,3150000,Wayland,2019
       123,10.6,78.9,0.8,2.4,0.0,7.3,3160000,Webster,2019
       389,0.5,97.7,0.0,0.0,0.3,1.5,3170000,Wellesley,2019
        66,7.6,90.9,0.0,0.0,0.0,1.5,3220000,West Boylston,2019
       102,0.0,98.0,0.0,0.0,0.0,2.0,3230000,West Bridgewater,2019
       292,4.8,89.7,0.7,0.0,0.0,4.8,3320000,West Springfield,2019
       272,1.1,97.1,0.4,0.0,0.0,1.5,3210000,Westborough,2019
       401,5.5,88.0,0.2,2.5,0.0,3.7,3250000,Westfield,2019
       448,0.9,98.4,0.0,0.0,0.0,0.7,3260000,Westford,2019
       197,0.0,99.0,0.0,0.0,0.0,1.0,3300000,Weston,2019
        98,3.1,95.9,1.0,0.0,0.0,0.0,3310000,Westport,2019
       265,0.0,98.1,0.0,0.0,0.0,1.9,3350000,Westwood,2019
       503,8.3,85.3,0.6,0.0,0.0,5.8,3360000,Weymouth,2019
       295,1.4,93.9,0.0,0.0,0.0,4.7,7800000,Whitman-Hanson,2019
       322,2.2,97.5,0.3,0.0,0.0,0.0,8850000,Whittier Regional Vocational Technical,2019
       215,0.9,95.8,0.0,1.9,0.0,1.4,3420000,Wilmington,2019
        95,3.2,82.1,0.0,0.0,0.0,14.7,3430000,Winchendon,2019
       308,0.6,96.4,0.6,0.6,0.0,1.6,3440000,Winchester,2019
       171,6.4,88.3,1.2,1.8,0.0,2.3,3460000,Winthrop,2019
       367,4.9,91.6,0.3,0.8,0.0,2.5,3470000,Woburn,2019
"     1,876",7.6,83.6,0.5,2.0,0.0,6.4,3480000,Worcester,2019
"    75,067",5.3,88.0,0.5,1.2,0.0,5.0,0,State Totals,2019
        87,3.4,95.4,0.0,0.0,0.0,1.1,4450000,Abby Kelley Foster Charter Public (District),2020
       118,2.5,94.1,0.0,0.0,0.0,3.4,10000,Abington,2020
        45,0.0,93.3,2.2,0.0,0.0,4.4,4120000,Academy Of the Pacific Rim Charter Public (District),2020
       457,0.7,97.2,0.0,0.2,0.0,2.0,6000000,Acton-Boxborough,2020
       134,0.0,100.0,0.0,0.0,0.0,0.0,4300000,Advanced Math and Science Academy Charter (District),2020
       276,4.3,93.5,0.0,1.4,0.0,0.7,50000,Agawam,2020
       165,3.0,87.9,0.0,0.0,0.0,9.1,70000,Amesbury,2020
       238,5.5,90.3,0.0,0.0,0.0,4.2,6050000,Amherst-Pelham,2020
       441,0.9,95.2,0.0,0.0,0.0,3.9,90000,Andover,2020
       351,1.7,94.9,0.0,0.6,0.0,2.8,100000,Arlington,2020
       172,0.0,94.2,0.0,0.0,0.0,5.8,6100000,Ashburnham-Westminster,2020
       228,2.2,94.3,0.4,0.0,0.0,3.1,140000,Ashland,2020
       266,0.8,99.2,0.0,0.0,0.0,0.0,8010000,Assabet Valley Regional Vocational Technical,2020
        93,11.8,81.7,0.0,0.0,0.0,6.5,6150000,Athol-Royalston,2020
        63,1.6,90.5,0.0,0.0,4.8,3.2,4910000,Atlantis Charter (District),2020
       447,2.2,90.2,0.4,0.2,0.0,6.9,160000,Attleboro,2020
       182,1.6,95.1,0.5,0.0,0.0,2.7,170000,Auburn,2020
        52,1.9,90.4,1.9,0.0,0.0,5.8,180000,Avon,2020
       114,7.0,89.5,0.0,0.0,0.0,3.5,6160000,Ayer Shirley School District,2020
       374,4.8,85.8,1.1,3.7,0.0,4.5,200000,Barnstable,2020
        54,5.3,89.2,0.0,1.9,0.0,3.7,35020000,Baystate Academy Charter Public School (District),2020
       204,0.5,95.1,0.0,0.5,0.0,3.9,230000,Bedford,2020
       176,2.3,93.2,0.6,0.6,0.0,3.4,240000,Belchertown,2020
       156,1.3,94.2,1.3,1.3,0.0,1.9,250000,Bellingham,2020
       343,0.9,96.2,0.0,0.0,0.0,2.9,260000,Belmont,2020
        30,6.7,90.0,0.0,0.0,0.0,3.3,4140000,Berkshire Arts and Technology Charter Public (District),2020
       115,1.7,93.0,0.9,0.0,0.0,4.3,6180000,Berkshire Hills,2020
        79,0.0,97.5,0.0,0.0,0.0,2.5,6200000,Berlin-Boylston,2020
       310,4.8,91.0,0.3,0.0,0.0,3.9,300000,Beverly,2020
       350,1.1,94.6,0.6,0.3,0.0,3.4,310000,Billerica,2020
       298,0.3,99.0,0.0,0.3,0.0,0.3,8050000,Blackstone Valley Regional Vocational Technical,2020
       113,3.5,90.3,0.9,0.0,0.0,5.3,6220000,Blackstone-Millville,2020
       191,1.0,97.9,0.0,0.0,0.0,1.0,8060000,Blue Hills Regional Vocational Technical,2020
"     3,923",10.4,75.4,0.4,0.1,0.0,13.8,350000,Boston,2020
        63,0.0,88.9,0.0,0.0,0.0,11.1,4490000,Boston Collegiate Charter (District),2020
       151,29.8,6.0,0.7,0.0,0.0,63.6,4240000,Boston Day and Evening Academy Charter (District),2020
        77,9.1,80.5,0.0,1.3,0.0,9.1,4110000,Boston Green Academy Horace Mann Charter School (District),2020
        48,0.0,89.6,0.0,0.0,0.0,10.4,4160000,Boston Preparatory Charter Public (District),2020
       140,6.4,88.6,0.0,0.0,0.0,5.0,360000,Bourne,2020
       431,2.3,94.9,0.2,0.2,0.0,2.3,400000,Braintree,2020
       384,1.3,92.7,0.0,1.0,0.0,4.9,6250000,Bridgewater-Raynham,2020
       109,4.6,95.4,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2020
       280,1.1,97.1,0.0,1.4,0.0,0.4,8100000,Bristol-Plymouth Regional Vocational Technical,2020
"     1,276",7.4,79.6,0.4,2.6,0.0,10.0,440000,Brockton,2020
        62,11.3,87.1,0.0,0.0,0.0,1.6,4280000,Brooke Charter School (District),2020
       488,1.0,94.5,0.8,0.0,0.0,3.7,460000,Brookline,2020
       266,1.1,94.4,0.0,1.1,0.0,3.4,480000,Burlington,2020
       527,3.4,89.2,0.4,1.1,0.0,5.9,490000,Cambridge,2020
       243,1.6,96.3,0.0,0.0,0.0,2.1,500000,Canton,2020
       139,2.2,96.4,0.0,0.0,0.0,1.4,8150000,Cape Cod Regional Vocational Technical,2020
       103,3.9,94.2,0.0,0.0,0.0,1.9,520000,Carver,2020
       121,5.0,93.4,0.0,0.0,0.0,1.7,6350000,Central Berkshire,2020
       367,0.8,97.3,0.0,0.0,0.0,1.9,560000,Chelmsford,2020
       415,13.7,66.3,0.7,0.0,0.0,19.3,570000,Chelsea,2020
       553,8.7,85.2,1.1,0.2,0.0,4.9,610000,Chicopee,2020
        58,1.7,65.5,0.0,0.0,0.0,32.8,4370000,City on a Hill Charter Public School Circuit Street (District),2020
        44,4.4,95.7,0.0,0.0,0.0,0.0,35040000,City on a Hill Charter Public School Dudley Square (District),2020
        35,16.7,71.4,0.0,11.9,0.0,0.0,35070000,City on a Hill Charter Public School New Bedford (District),2020
       112,5.4,89.3,0.9,0.0,0.0,4.5,640000,Clinton,2020
        29,3.4,93.1,0.0,0.0,0.0,3.4,4380000,Codman Academy Charter Public (District),2020
       121,0.0,97.5,0.0,0.0,0.0,2.5,650000,Cohasset,2020
        46,0.0,100.0,0.0,0.0,0.0,0.0,4360000,Community Charter School of Cambridge (District),2020
       296,0.0,98.3,0.3,0.0,0.0,1.4,6400000,Concord-Carlisle,2020
       237,0.8,95.8,0.4,0.0,0.0,3.0,710000,Danvers,2020
       268,3.4,91.8,0.0,0.0,0.0,4.9,720000,Dartmouth,2020
       205,2.9,93.2,0.0,0.0,0.0,3.9,730000,Dedham,2020
       199,4.0,92.5,0.5,0.0,0.0,3.0,6450000,Dennis-Yarmouth,2020
       190,2.6,92.1,0.0,1.1,0.0,4.2,6500000,Dighton-Rehoboth,2020
       109,2.8,89.0,0.9,0.0,0.0,7.3,770000,Douglas,2020
       168,0.0,96.4,0.0,0.0,0.0,3.6,6550000,Dover-Sherborn,2020
       211,1.4,92.4,0.0,1.9,0.0,4.3,790000,Dracut,2020
       274,2.9,94.9,0.7,0.0,0.0,1.5,6580000,Dudley-Charlton Reg,2020
       256,0.0,99.2,0.0,0.0,0.0,0.8,820000,Duxbury,2020
       167,0.0,98.8,0.0,0.0,0.0,1.2,830000,East Bridgewater,2020
       227,1.8,97.4,0.0,0.0,0.0,0.9,870000,East Longmeadow,2020
       124,3.2,91.1,0.0,3.2,0.0,2.4,860000,Easthampton,2020
       275,0.7,94.5,0.0,0.0,0.0,4.7,880000,Easton,2020
        84,0.0,97.6,0.0,0.0,0.0,2.4,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),2020
       333,0.0,99.7,0.3,0.0,0.0,0.0,8170000,Essex North Shore Agricultural and Technical School District,2020
       550,11.6,75.5,0.0,5.5,0.0,7.5,930000,Everett,2020
       145,2.8,95.2,1.4,0.0,0.0,0.7,4100000,Excel Academy Charter (District),2020
       164,2.4,95.1,0.0,0.0,0.0,2.4,940000,Fairhaven,2020
       644,13.5,71.4,1.6,9.0,0.0,4.5,950000,Fall River,2020
       219,5.5,90.0,1.8,0.0,0.0,2.7,960000,Falmouth,2020
       376,5.3,87.2,0.5,0.8,0.0,6.1,970000,Fitchburg,2020
        37,8.1,83.8,5.4,0.0,0.0,2.7,4130000,Four Rivers Charter Public (District),2020
       216,0.5,95.8,0.0,0.0,0.0,3.7,990000,Foxborough,2020
        61,0.0,100.0,0.0,0.0,0.0,0.0,4460000,Foxborough Regional Charter (District),2020
       599,7.8,82.6,0.5,1.3,0.0,7.7,1000000,Framingham,2020
        53,0.0,92.5,1.9,0.0,0.0,5.7,4780000,Francis W. Parker Charter Essential (District),2020
       436,0.7,97.0,0.0,0.0,0.0,2.3,1010000,Franklin,2020
       117,6.0,86.3,0.9,1.7,0.0,5.1,8180000,Franklin County Regional Vocational Technical,2020
       181,1.1,95.6,0.0,1.1,0.0,2.2,6650000,Freetown-Lakeville,2020
       101,3.0,92.1,0.0,0.0,0.0,5.0,6700000,Frontier,2020
       209,8.1,83.3,0.5,0.0,0.0,8.1,1030000,Gardner,2020
        56,3.6,92.9,0.0,0.0,0.0,3.6,6720000,Gateway,2020
       112,2.7,95.5,0.0,0.0,0.0,1.8,1050000,Georgetown,2020
        58,8.6,79.3,3.4,0.0,0.0,8.6,6740000,Gill-Montague,2020
        32,3.1,93.8,0.0,0.0,0.0,3.1,4960000,Global Learning Charter Public (District),2020
       190,5.8,83.7,0.5,0.5,0.0,9.5,1070000,Gloucester,2020
       212,4.7,91.5,0.5,0.0,0.0,3.3,1100000,Grafton,2020
        58,1.7,96.6,0.0,0.0,0.0,1.7,1110000,Granby,2020
       338,3.0,95.6,0.3,0.6,0.0,0.6,8210000,Greater Fall River Regional Vocational Technical,2020
       368,1.1,96.2,0.5,0.0,0.0,2.2,8230000,Greater Lawrence Regional Vocational Technical,2020
       513,1.9,94.7,0.4,0.6,0.0,2.3,8280000,Greater Lowell Regional Vocational Technical,2020
       546,6.4,91.6,0.0,0.0,0.4,1.6,8250000,Greater New Bedford Regional Vocational Technical,2020
        73,1.4,90.4,2.7,0.0,0.0,5.5,1140000,Greenfield,2020
       118,36.4,38.1,5.1,0.0,0.0,20.3,39010000,Greenfield Commonwealth Virtual District,2020
       185,0.0,97.8,0.0,0.0,0.0,2.2,6730000,Groton-Dunstable,2020
        33,6.1,87.9,0.0,0.0,0.0,6.1,1170000,Hadley,2020
       143,0.7,97.2,0.0,0.7,0.0,1.4,6750000,Hamilton-Wenham,2020
        48,0.0,95.8,0.0,0.0,0.0,4.2,4990000,Hampden Charter School of Science East (District),2020
       266,2.6,96.2,0.8,0.0,0.0,0.4,6800000,Hampden-Wilbraham,2020
       124,4.0,93.5,2.4,0.0,0.0,0.0,6830000,Hampshire,2020
       190,0.5,96.8,0.0,0.0,0.0,2.6,1220000,Hanover,2020
        90,1.1,96.7,0.0,0.0,0.0,2.2,1250000,Harvard,2020
        32,3.1,96.9,0.0,0.0,0.0,0.0,1270000,Hatfield,2020
       491,7.7,80.4,1.0,0.4,0.0,10.4,1280000,Haverhill,2020
       311,0.0,98.4,0.3,0.0,0.0,1.3,1310000,Hingham,2020
        81,2.5,88.9,2.5,1.2,0.0,4.9,1330000,Holbrook,2020
       229,0.4,96.1,0.0,0.0,0.0,3.5,1360000,Holliston,2020
       383,12.5,72.1,1.3,3.4,0.0,10.7,1370000,Holyoke,2020
        75,6.7,84.0,0.0,1.3,0.0,8.0,6030000,Hoosac Valley Regional,2020
        73,1.4,93.2,1.4,2.7,0.0,1.4,1380000,Hopedale,2020
       297,0.0,98.7,0.0,0.0,0.0,1.3,1390000,Hopkinton,2020
       192,3.1,90.1,1.0,0.0,0.0,5.7,1410000,Hudson,2020
        72,1.4,95.8,1.4,0.0,0.0,1.4,1420000,Hull,2020
        88,2.3,92.0,0.0,0.0,0.0,5.7,4350000,Innovation Academy Charter (District),2020
       142,4.9,90.8,0.0,0.0,0.0,4.2,1440000,Ipswich,2020
       345,2.0,93.6,0.0,0.3,0.0,4.1,6900000,King Philip,2020
       109,1.8,98.2,0.0,0.0,0.0,0.0,4290000,KIPP Academy Lynn Charter (District),2020
       984,8.8,72.8,0.5,5.9,0.0,12.0,1490000,Lawrence,2020
        53,1.9,92.5,0.0,0.0,0.0,5.7,1500000,Lee,2020
       135,4.4,92.6,0.0,0.0,0.0,3.0,1510000,Leicester,2020
        62,0.0,100.0,0.0,0.0,0.0,0.0,1520000,Lenox,2020
       444,1.6,93.5,0.7,0.5,0.0,3.8,1530000,Leominster,2020
       564,0.2,96.6,0.2,0.0,0.0,3.0,1550000,Lexington,2020
       362,1.1,95.6,0.3,0.3,0.0,2.8,6950000,Lincoln-Sudbury,2020
       127,2.4,90.6,0.0,0.8,0.0,6.3,1580000,Littleton,2020
       256,0.0,98.0,0.4,0.0,0.0,1.6,1590000,Longmeadow,2020
       863,9.4,80.9,1.7,0.2,0.0,7.8,1600000,Lowell,2020
        44,20.5,18.2,0.0,0.0,0.0,61.4,4580000,Lowell Middlesex Academy Charter (District),2020
       203,3.4,93.6,0.5,1.0,0.0,1.5,1610000,Ludlow,2020
        99,1.0,98.0,0.0,0.0,0.0,1.0,1620000,Lunenburg,2020
"     1,254",13.7,79.0,0.6,0.6,0.0,6.1,1630000,Lynn,2020
       159,1.3,97.5,0.0,0.0,0.0,1.3,1640000,Lynnfield,2020
        48,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2020
       488,9.0,78.1,0.8,3.1,0.0,9.0,1650000,Malden,2020
       111,0.0,99.1,0.0,0.0,0.0,0.9,6980000,Manchester Essex Regional,2020
       308,1.0,97.1,0.0,0.0,0.0,1.9,1670000,Mansfield,2020
        40,0.0,17.5,0.0,0.0,0.0,82.5,35170000,Map Academy Charter School (District),2020
       263,0.8,95.1,0.4,0.4,0.0,3.4,1680000,Marblehead,2020
       268,3.7,89.9,0.0,0.0,0.0,6.3,1700000,Marlborough,2020
       332,1.5,97.6,0.0,0.0,0.0,0.9,1710000,Marshfield,2020
       172,5.2,90.1,0.0,1.2,0.0,3.5,7000000,Martha's Vineyard,2020
       291,1.7,95.9,0.0,0.0,0.0,2.4,7050000,Masconomet,2020
       117,4.3,90.6,0.9,0.0,0.0,4.3,1720000,Mashpee,2020
        72,2.8,87.5,1.4,0.0,0.0,8.3,4690000,MATCH Charter Public School (District),2020
        98,5.1,88.8,2.0,2.0,0.0,2.0,1740000,Maynard,2020
       211,2.4,96.2,0.0,0.0,0.0,1.4,1750000,Medfield,2020
       329,3.3,88.8,1.2,0.0,0.0,6.7,1760000,Medford,2020
       193,0.5,96.9,1.0,0.0,0.0,1.6,1770000,Medway,2020
       287,0.7,95.5,0.0,0.0,0.0,3.8,1780000,Melrose,2020
       153,0.7,98.0,0.0,0.0,0.0,1.3,7100000,Mendon-Upton,2020
       484,2.7,93.2,0.4,0.2,0.0,3.5,1810000,Methuen,2020
       189,3.7,91.5,0.0,0.0,0.5,4.2,1820000,Middleborough,2020
       304,8.2,85.5,0.7,0.0,0.3,5.3,1850000,Milford,2020
       115,1.7,93.9,0.0,0.0,0.0,4.3,1860000,Millbury,2020
        93,2.2,96.8,0.0,0.0,0.0,1.1,1870000,Millis,2020
       236,1.3,94.9,0.0,0.0,0.0,3.8,1890000,Milton,2020
       120,2.5,92.5,0.0,0.0,0.0,5.0,8300000,Minuteman Regional Vocational Technical,2020
        48,4.2,89.6,0.0,0.0,0.0,6.3,7170000,Mohawk Trail,2020
       122,1.6,94.3,0.8,0.0,0.0,3.3,7120000,Monomoy Regional School District,2020
        62,11.3,85.5,0.0,0.0,0.0,3.2,1910000,Monson,2020
       335,0.6,98.5,0.0,0.0,0.0,0.9,8320000,Montachusett Regional Vocational Technical,2020
        81,0.0,100.0,0.0,0.0,0.0,0.0,7150000,Mount Greylock,2020
        82,0.0,100.0,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2020
       145,2.1,86.2,0.0,6.2,0.0,5.5,1970000,Nantucket,2020
        82,8.5,89.0,0.0,0.0,0.0,2.4,7200000,Narragansett,2020
       220,3.6,95.0,0.5,0.0,0.0,0.9,7250000,Nashoba,2020
       157,0.0,98.1,0.0,0.0,0.0,1.9,8520000,Nashoba Valley Regional Vocational Technical,2020
       442,0.5,97.1,0.2,0.2,0.0,2.0,1980000,Natick,2020
       236,2.5,95.8,0.0,0.4,0.0,1.3,6600000,Nauset,2020
       406,0.2,98.5,0.0,0.2,0.0,1.0,1990000,Needham,2020
       582,11.9,80.6,0.3,0.3,0.0,6.9,2010000,New Bedford,2020
       186,0.5,94.6,0.5,0.0,0.0,4.3,2040000,Newburyport,2020
"     1,022",0.9,96.0,0.3,0.0,0.0,2.8,2070000,Newton,2020
       120,0.8,98.3,0.0,0.0,0.0,0.8,9150000,Norfolk County Agricultural,2020
        99,15.2,74.7,3.0,4.0,0.0,3.0,2090000,North Adams,2020
       333,0.3,97.3,0.0,0.6,0.0,1.8,2110000,North Andover,2020
       300,2.7,94.0,0.3,0.0,0.0,3.0,2120000,North Attleborough,2020
        42,2.4,92.9,0.0,0.0,0.0,4.8,2150000,North Brookfield,2020
       214,0.5,97.7,0.0,0.0,0.0,1.9,7350000,North Middlesex,2020
