grad_(%) in Cohort,grad_# Dropped Out,grad_# Graduated,grad_# H.S. Equiv.,grad_# Non-Grad Completers,grad_# Permanently Excluded,grad_# Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs ((%)),age_33-40 yrs ((%)),age_41-48 yrs ((%)),age_49-56 yrs ((%)),age_57-64 yrs ((%)),age_<26 yrs ((%) ),age_Over 64 yrs ((%)),prog_Career Technical Education ((%)),prog_English Learners ((%)),prog_General Education ((%)),prog_Special Education ((%)),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Reading / Writing,sat_Tests Taken,District Name,sat_Reading_Merged
"     1,254",13.7,79.0,0.6,0.6,0.0,6.1,01630000,2020,"  $79,555","  1,172.9","     $93,310,156",,,,,,"         $230,716,489.00","              $14,421.85","         $271,287,693.50","              $14,911.00","          15,997.7","          18,193.8",23.0,18.8,18.4,17.3,11.7,7.2,3.5,2.6,7.2,71.1,19.2,0.3,7.9,8.5,47.5,65.9,52.5,3.3,0.0,0.0,14.1,501.0,,504.0,     337,Lynn,504.0
       159,1.3,97.5,0.0,0.0,0.0,1.3,01640000,2020,"  $93,517",    162.5,"     $15,196,481",,,,,,"          $35,067,110.00","              $15,856.71","          $37,127,471.00","              $16,565.15","           2,211.5","           2,241.3",17.4,25.5,26.1,17.1,7.8,4.7,1.5,0.0,0.6,88.3,11.1,0.0,6.5,2.0,50.4,5.6,49.6,3.0,0.0,0.0,83.0,566.0,,563.0,      87,Lynnfield,563.0
        48,0.0,100.0,0.0,0.0,0.0,0.0,04680000,2020,,,,,,,,,,,,,,,0.0,16.7,66.7,16.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,53.5,3.0,49.5,1.0,49.5,5.1,0.0,1.0,37.4,770.0,,699.0,      24,Ma Academy for Math and Science,699.0
       488,9.0,78.1,0.8,3.1,0.0,9.0,01650000,2020,"  $84,785",    473.0,"     $40,103,449",,,,,,"          $94,659,844.44","              $14,712.90","         $115,382,443.85","              $15,589.69","           6,433.8","           7,401.2",28.6,20.5,20.4,13.4,8.1,6.9,2.1,0.0,7.4,67.4,25.2,0.1,22.9,18.8,48.3,26.1,51.6,4.1,0.0,0.0,27.9,549.0,,511.0,     251,Malden,511.0
       111,0.0,99.1,0.0,0.0,0.0,0.9,06980000,2020,"  $86,227",    131.4,"     $11,330,275",,,,,,"          $25,244,019.66","              $18,410.17","          $27,047,349.84","              $19,200.22","           1,371.2","           1,408.7",9.2,25.5,28.4,17.6,14.4,4.2,0.8,0.0,0.0,100.0,0.0,0.0,0.8,0.4,49.1,1.6,50.9,0.7,0.0,0.0,96.4,601.0,,613.0,      70,Manchester Essex Regional,613.0
       308,1.0,97.1,0.0,0.0,0.0,1.9,01670000,2020,"  $89,125",    300.9,"     $26,817,649",,,,,,"          $61,455,833.77","              $16,734.06","          $67,442,825.39","              $17,726.19","           3,672.5","           3,804.7",13.4,23.2,28.6,17.7,11.3,5.0,0.8,0.0,0.9,80.7,18.4,0.1,6.9,4.0,47.9,5.0,52.0,4.1,0.0,0.0,80.0,589.0,,581.0,     166,Mansfield,581.0
        40,0.0,17.5,0.0,0.0,0.0,82.5,35170000,2020,"  $85,362",      9.5,"        $810,940",,,,,,"           $2,905,314.23","              $17,878.86","           $2,905,314.23","              $17,878.86",             162.5,             162.5,25.0,50.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,94.7,5.3,0.0,0.6,6.2,36.6,19.3,63.4,6.2,0.6,0.0,67.1,,,,,Map Academy Charter School (District),
       263,0.8,95.1,0.4,0.4,0.0,3.4,01680000,2020,"  $83,051",    257.2,"     $21,360,752",,,,,,"          $49,768,715.32","              $16,761.09","          $55,787,478.59","              $17,769.54","           2,969.3","           3,139.5",14.6,27.6,19.8,20.0,11.1,3.3,3.5,0.0,1.1,90.0,8.9,0.1,1.3,2.8,49.2,6.4,50.8,3.3,0.0,0.0,86.1,592.0,,593.0,     173,Marblehead,593.0
       268,3.7,89.9,0.0,0.0,0.0,6.3,01700000,2020,"  $82,442",    387.6,"     $31,954,351",,,,,,"          $79,585,000.99","              $16,607.89","          $94,688,521.20","              $17,135.71","           4,792.0","           5,525.8",18.3,24.5,22.2,21.1,9.1,3.8,1.0,0.0,7.3,76.5,16.2,0.1,3.5,3.4,48.1,51.9,51.9,2.5,0.0,0.0,38.5,518.0,,522.0,     151,Marlborough,522.0
       332,1.5,97.6,0.0,0.0,0.0,0.9,01710000,2020,"  $79,755",    324.6,"     $25,888,578",,,,,,"          $58,291,122.53","              $14,715.15","          $63,529,389.28","              $15,650.72","           3,961.3","           4,059.2",13.9,21.6,21.8,20.2,17.5,2.9,2.1,1.9,0.8,81.0,16.3,0.1,1.2,0.5,47.9,3.2,52.1,1.8,0.1,0.0,93.1,563.0,,562.0,     199,Marshfield,562.0
       172,5.2,90.1,0.0,1.2,0.0,3.5,07000000,2020,"  $97,895",     75.1,"      $7,351,893",,,,,,"          $20,609,941.03","              $30,733.58","          $23,257,918.65","              $32,647.27",             670.6,             712.4,5.3,31.3,15.6,30.9,11.5,0.0,5.3,0.0,0.0,100.0,0.0,1.9,1.2,4.5,47.5,19.4,52.5,4.8,0.3,0.0,67.9,561.0,,576.0,     126,Martha's Vineyard,576.0
       291,1.7,95.9,0.0,0.0,0.0,2.4,07050000,2020," $101,319",    132.4,"     $13,414,616",,,,,,"          $32,605,830.33","              $18,959.08","          $36,275,518.51","              $20,536.41","           1,719.8","           1,766.4",11.8,25.3,28.4,18.9,15.0,0.3,0.3,0.0,0.0,100.0,0.0,0.1,3.7,0.3,52.5,2.6,47.5,1.7,0.1,0.0,91.5,597.0,,584.0,     150,Masconomet,584.0
       117,4.3,90.6,0.9,0.0,0.0,4.3,01720000,2020,"  $78,685",    139.6,"     $10,984,363",,,,,,"          $30,574,185.25","              $19,351.97","          $33,941,581.26","              $19,341.03","           1,579.9","           1,754.9",11.6,17.7,17.5,30.5,19.8,2.0,1.0,0.0,0.0,100.0,0.0,5.4,2.2,4.3,48.4,5.7,51.6,8.7,0.1,0.0,73.5,529.0,,541.0,     108,Mashpee,541.0
        72,2.8,87.5,1.4,0.0,0.0,8.3,04690000,2020,"  $69,315",    114.7,"      $7,951,214",,,,,,"          $27,673,158.00","              $22,752.85","          $27,673,158.00","              $22,752.85","           1,216.3","           1,216.3",57.8,16.3,1.9,2.5,0.0,21.5,0.0,0.0,5.3,79.8,14.9,0.4,0.5,48.1,52.2,46.9,47.8,2.2,0.2,0.0,1.6,521.0,,470.0,      33,MATCH Charter Public School (District),470.0
        98,5.1,88.8,2.0,2.0,0.0,2.0,01740000,2020,"  $83,424",    111.8,"      $9,326,836",,,,,,"          $23,330,336.05","              $18,472.16","          $28,470,329.36","              $19,862.10","           1,263.0","           1,433.4",12.8,23.1,23.0,26.0,11.8,2.3,1.1,0.9,2.7,78.8,17.6,0.2,2.0,2.1,48.2,12.9,51.6,4.3,0.0,0.2,78.6,542.0,,565.0,      46,Maynard,565.0
       211,2.4,96.2,0.0,0.0,0.0,1.4,01750000,2020,"  $98,997",    195.6,"     $19,363,750",,,,,,"          $41,844,419.13","              $16,071.14","          $44,347,560.74","              $16,869.89","           2,603.7","           2,628.8",14.8,19.5,27.1,22.0,8.4,5.2,3.0,0.0,0.9,94.6,4.6,0.3,4.1,1.2,49.0,3.5,51.0,3.6,0.0,0.0,87.3,616.0,,605.0,     118,Medfield,605.0
       329,3.3,88.8,1.2,0.0,0.0,6.7,01760000,2020,"  $86,949",    397.2,"     $34,536,308",,,,,,"          $85,807,565.00","              $20,399.29","          $97,019,284.00","              $20,558.42","           4,206.4","           4,719.2",17.6,29.3,20.5,17.3,7.6,4.7,3.1,6.7,3.0,79.7,10.6,0.5,9.8,12.5,47.7,13.1,52.3,5.0,0.1,0.0,59.1,543.0,,548.0,     136,Medford,548.0
       193,0.5,96.9,1.0,0.0,0.0,1.6,01770000,2020,"  $82,251",    160.4,"     $13,193,043",,,,,,"          $33,379,685.46","              $15,320.22","          $36,976,927.58","              $16,254.31","           2,178.8","           2,274.9",16.6,23.4,23.4,17.8,12.1,3.9,2.8,0.0,1.5,89.0,9.5,0.2,2.8,1.7,50.7,5.1,49.3,1.9,0.1,0.0,88.1,575.0,,568.0,     111,Medway,568.0
       287,0.7,95.5,0.0,0.0,0.0,3.8,01780000,2020,"  $69,025",    273.9,"     $18,906,000",,,,,,"          $47,362,889.53","              $11,857.32","          $54,463,574.56","              $12,665.06","           3,994.4","           4,300.3",29.3,17.8,23.6,16.9,5.3,6.1,0.9,0.0,2.2,81.4,16.4,0.0,6.3,5.5,50.6,5.0,49.4,5.2,0.0,0.0,78.0,557.0,,577.0,     175,Melrose,577.0
       153,0.7,98.0,0.0,0.0,0.0,1.3,07100000,2020,"  $86,148",    156.4,"     $13,473,622",,,,,,"          $35,085,292.00","              $15,594.85","          $39,475,297.09","              $16,675.24","           2,249.8","           2,367.3",12.3,25.6,25.7,18.8,11.6,2.8,3.2,0.0,1.3,88.4,10.3,0.1,2.4,0.6,50.0,4.5,50.0,2.8,0.0,0.0,89.7,555.0,,570.0,      95,Mendon-Upton,570.0
       484,2.7,93.2,0.4,0.2,0.0,3.5,01810000,2020,"  $78,476",    497.8,"     $39,065,358",,,,,,"          $89,877,081.16","              $13,034.16","         $106,761,138.16","              $14,738.07","           6,895.5","           7,243.9",19.0,20.9,24.9,18.9,9.5,6.5,0.2,0.0,2.9,83.2,13.9,0.0,3.7,3.0,47.3,43.7,52.7,4.2,0.1,0.0,45.3,520.0,,517.0,     194,Methuen,517.0
       189,3.7,91.5,0.0,0.0,0.5,4.2,01820000,2020,"  $78,416",    217.9,"     $17,086,827",,,,,,"          $44,301,212.81","              $14,610.74","          $48,975,261.14","              $15,312.43","           3,032.1","           3,198.4",22.2,16.3,13.6,27.2,14.7,5.4,0.5,0.0,0.0,83.8,16.2,0.9,0.8,2.6,48.2,2.8,51.8,4.9,0.0,0.0,87.9,553.0,,572.0,      71,Middleborough,572.0
       304,8.2,85.5,0.7,0.0,0.3,5.3,01850000,2020,"  $84,923",    337.6,"     $28,670,097",,,,,,"          $64,874,670.11","              $14,802.44","          $72,657,471.05","              $15,348.98","           4,382.7","           4,733.7",17.3,27.7,18.4,18.7,10.6,6.7,0.6,4.6,8.2,72.5,14.6,1.4,1.7,3.0,47.6,30.0,52.3,3.3,0.0,0.1,60.6,547.0,,554.0,     141,Milford,554.0
       115,1.7,93.9,0.0,0.0,0.0,4.3,01860000,2020,"  $83,615",    131.7,"     $11,012,064",,,,,,"          $27,209,831.00","              $16,081.46","          $30,348,559.00","              $17,011.52","           1,692.0","           1,784.0",15.6,35.3,15.4,14.5,11.4,6.3,1.6,0.0,2.3,91.1,6.6,0.1,3.4,3.4,48.9,8.3,51.1,4.8,0.1,0.0,80.0,545.0,,539.0,      60,Millbury,539.0
        93,2.2,96.8,0.0,0.0,0.0,1.1,01870000,2020,"  $91,704",     93.7,"      $8,592,634",,,,,,"          $20,149,150.66","              $16,920.68","          $21,877,312.77","              $17,465.52","           1,190.8","           1,252.6",7.6,31.1,31.9,21.6,3.9,1.3,2.6,0.0,0.0,91.0,9.0,0.3,2.2,0.9,50.3,8.1,49.7,3.3,0.2,0.0,85.0,533.0,,555.0,      57,Millis,555.0
       236,1.3,94.9,0.0,0.0,0.0,3.8,01890000,2020,"  $86,571",    310.3,"     $26,863,007",,,,,,"          $64,237,230.05","              $14,470.78","          $69,859,324.05","              $15,508.44","           4,439.1","           4,504.6",22.2,23.2,23.9,15.1,9.1,4.4,2.1,0.0,0.2,83.7,16.1,0.1,7.1,13.9,50.1,4.7,49.8,4.9,0.1,0.0,69.1,579.0,,567.0,     204,Milton,567.0
       120,2.5,92.5,0.0,0.0,0.0,5.0,08300000,2020," $104,099",     77.5,"      $8,067,636",,,,,,"          $20,689,056.19","              $34,117.84","          $20,735,951.19","              $34,026.83",             606.4,             609.4,7.5,29.1,18.8,16.6,26.6,0.0,1.4,49.7,0.0,37.9,12.4,0.3,4.5,3.5,36.8,6.4,62.4,4.8,0.0,0.8,80.4,529.0,,546.0,      25,Minuteman Regional Vocational Technical,546.0
        48,4.2,89.6,0.0,0.0,0.0,6.3,07170000,2020,"  $72,849",     78.6,"      $5,725,900",,,,,,"          $19,241,698.00","              $22,841.52","          $21,822,886.00","              $21,201.68",             842.4,"           1,029.3",17.4,23.4,21.0,16.4,15.3,5.1,1.4,0.0,0.3,99.7,0.0,0.0,0.4,0.4,50.4,4.6,49.5,2.6,0.1,0.1,92.0,528.0,,536.0,      20,Mohawk Trail,536.0
       122,1.6,94.3,0.8,0.0,0.0,3.3,07120000,2020,"  $80,027",    169.0,"     $13,524,530",,,,,,"          $36,293,821.89","              $19,285.73","          $40,066,656.55","              $18,852.24","           1,881.9","           2,125.3",12.1,18.7,17.8,27.5,18.9,4.1,1.0,0.0,2.8,92.2,5.0,0.5,1.5,6.5,48.9,8.0,51.1,5.6,0.2,0.0,77.6,558.0,,573.0,      68,Monomoy Regional School District,573.0
        62,11.3,85.5,0.0,0.0,0.0,3.2,01910000,2020,"  $64,317",     81.0,"      $5,209,659",,,,,,"          $15,751,809.00","              $17,089.95","          $18,190,219.00","              $17,689.60",             921.7,"           1,028.3",23.4,14.7,28.2,16.1,11.7,4.4,1.5,0.0,1.2,88.2,10.6,0.1,0.9,1.1,51.6,4.8,48.3,2.4,0.5,0.1,90.3,513.0,,533.0,      21,Monson,533.0
       335,0.6,98.5,0.0,0.0,0.0,0.9,08320000,2020,"  $85,856",    116.0,"      $9,959,340",,,,,,"          $30,091,614.84","              $20,866.52","          $30,359,806.84","              $20,386.66","           1,442.1","           1,489.2",12.8,22.6,28.3,16.8,14.2,1.8,3.5,53.1,0.7,40.5,5.7,0.0,1.8,1.9,50.3,17.1,49.2,3.6,0.0,0.4,75.6,522.0,,535.0,     100,Montachusett Regional Vocational Technical,535.0
        81,0.0,100.0,0.0,0.0,0.0,0.0,07150000,2020,"  $73,492",    105.8,"      $7,775,496",,,,,,"          $20,498,529.90","              $17,692.50","          $21,471,821.93","              $17,601.30","           1,158.6","           1,219.9",13.0,15.2,20.4,28.7,17.2,4.4,1.1,0.0,0.9,92.0,7.1,0.0,1.3,1.8,50.9,4.2,49.1,3.9,0.0,0.0,88.8,590.0,,599.0,      31,Mount Greylock,599.0
        82,0.0,100.0,0.0,0.0,0.0,0.0,04700000,2020,"  $59,613",    102.2,"      $6,090,114",,,,,,"          $21,547,970.00","              $13,566.35","          $21,547,970.00","              $13,566.35","           1,588.3","           1,588.3",32.5,16.4,9.6,6.8,3.4,30.2,1.0,0.0,0.0,100.0,0.0,0.3,22.8,17.7,51.2,9.4,48.8,4.6,0.0,0.0,45.2,586.0,,586.0,      56,Mystic Valley Regional Charter (District),586.0
       145,2.1,86.2,0.0,6.2,0.0,5.5,01970000,2020,"  $96,400",    146.8,"     $14,151,500",,,,,,"          $39,351,615.00","              $23,518.78","          $40,149,714.00","              $23,863.13","           1,673.2","           1,682.5",17.3,20.6,20.3,24.0,7.3,9.7,0.7,0.0,6.0,77.7,16.3,0.2,1.8,9.8,49.0,34.0,50.8,3.9,0.0,0.2,50.2,526.0,,549.0,     109,Nantucket,549.0
        82,8.5,89.0,0.0,0.0,0.0,2.4,07200000,2020,"  $68,186",    100.4,"      $6,845,854",,,,,,"          $19,685,018.00","              $13,459.84","          $22,236,369.00","              $13,774.62","           1,462.5","           1,614.3",9.2,32.9,14.1,21.2,14.0,7.8,0.9,0.0,0.0,85.2,14.8,0.1,0.3,1.1,47.1,6.5,52.9,3.1,0.1,0.0,88.9,548.0,,523.0,      18,Narragansett,523.0
       220,3.6,95.0,0.5,0.0,0.0,0.9,07250000,2020,"  $85,068",    264.6,"     $22,509,000",,,,,,"          $55,966,970.79","              $17,585.30","          $59,652,269.39","              $17,954.57","           3,182.6","           3,322.4",15.6,22.1,20.0,22.4,14.5,3.7,1.8,0.0,1.9,84.6,13.5,0.1,3.5,1.3,49.6,5.3,50.4,2.7,0.1,0.0,86.9,608.0,,594.0,     114,Nashoba,594.0
       157,0.0,98.1,0.0,0.0,0.0,1.9,08520000,2020,"  $84,611",     65.0,"      $5,499,707",,,,,,"          $14,677,778.42","              $20,422.68","          $14,693,528.42","              $20,362.43",             718.7,             721.6,14.6,26.7,23.3,11.4,17.2,2.9,3.9,52.5,0.3,37.8,9.4,0.4,1.6,2.1,38.8,6.5,60.5,2.1,0.1,0.7,87.2,497.0,,517.0,      39,Nashoba Valley Regional Vocational Technical,517.0
       442,0.5,97.1,0.2,0.2,0.0,2.0,01980000,2020,"  $81,434",    431.2,"     $35,114,259",,,,,,"          $85,248,386.86","              $15,471.02","          $94,514,242.90","              $16,744.78","           5,510.2","           5,644.4",25.3,30.0,18.0,14.4,7.0,4.9,0.3,0.0,1.0,96.6,2.5,0.1,10.5,2.7,48.4,6.2,51.6,5.5,0.1,0.1,75.0,597.0,,590.0,     250,Natick,590.0
       236,2.5,95.8,0.0,0.4,0.0,1.3,06600000,2020,"  $90,588",    136.4,"     $12,356,259",,,,,,"          $30,556,050.00","              $20,630.65","          $34,482,232.00","              $21,492.29","           1,481.1","           1,604.4",11.3,16.3,18.4,26.8,21.1,0.0,6.0,0.0,0.6,91.8,7.6,0.1,2.5,5.3,53.2,5.0,46.6,3.2,0.1,0.2,83.9,561.0,,585.0,     115,Nauset,585.0
       406,0.2,98.5,0.0,0.2,0.0,1.0,01990000,2020,"  $92,960",    423.3,"     $39,349,875",,,,,,"         $104,056,199.89","              $18,164.97","         $111,833,201.23","              $19,192.90","           5,728.4","           5,826.8",18.9,26.2,24.8,16.8,9.8,3.0,0.6,0.0,1.4,91.9,6.7,0.1,9.5,2.9,49.5,5.9,50.4,5.4,0.0,0.1,76.1,619.0,,608.0,     208,Needham,608.0
       582,11.9,80.6,0.3,0.3,0.0,6.9,02010000,2020,"  $77,349",    958.3,"     $74,123,951",,,,,,"         $201,640,234.15","              $15,575.85","         $231,122,377.15","              $15,864.96","          12,945.7","          14,568.1",20.8,18.8,18.7,19.3,10.4,10.8,1.3,0.0,5.6,75.9,18.5,0.4,0.9,13.3,47.7,40.9,52.3,5.4,0.1,0.0,39.0,475.0,,494.0,     156,New Bedford,494.0
       186,0.5,94.6,0.5,0.0,0.0,4.3,02040000,2020,"  $84,050",    195.3,"     $16,415,031",,,,,,"          $39,015,003.39","              $17,219.85","          $44,640,645.39","              $18,015.52","           2,265.7","           2,477.9",11.6,18.9,24.8,24.9,16.3,1.2,2.4,0.0,1.9,76.9,21.2,0.0,2.1,0.8,51.0,4.2,49.0,2.1,0.0,0.0,90.8,585.0,,576.0,      97,Newburyport,576.0
"     1,022",0.9,96.0,0.3,0.0,0.0,2.8,02070000,2020,"  $88,804","  1,086.9","     $96,521,591",,,,,,"         $254,381,218.00","              $19,863.76","         $269,597,506.00","              $20,785.60","          12,806.3","          12,970.4",19.5,22.9,25.9,17.0,9.4,3.7,1.5,0.6,3.2,74.8,21.5,0.1,19.4,4.6,48.9,7.6,51.0,7.0,0.1,0.1,61.2,642.0,,622.0,     551,Newton,622.0
       120,0.8,98.3,0.0,0.0,0.0,0.8,09150000,2020,"  $78,864",     56.1,"      $4,424,290",,,,,,"          $12,969,506.87","              $23,610.97","          $12,969,506.87","              $23,610.97",             549.3,             549.3,26.2,21.8,8.1,27.6,11.1,3.6,1.6,44.8,0.0,53.8,1.4,0.2,1.5,1.3,70.6,2.0,29.4,4.4,0.4,0.0,90.4,505.0,,533.0,      34,Norfolk County Agricultural,533.0
        99,15.2,74.7,3.0,4.0,0.0,3.0,02090000,2020,"  $64,473",    129.3,"      $8,336,360",,,,,,"          $25,545,810.48","              $19,078.28","          $28,939,033.71","              $18,510.32","           1,339.0","           1,563.4",12.8,22.2,18.2,26.5,13.0,4.6,2.7,0.0,0.0,86.8,13.2,0.2,0.5,2.5,49.1,6.5,50.9,7.7,0.2,0.0,82.4,493.0,,533.0,      38,North Adams,533.0
       333,0.3,97.3,0.0,0.6,0.0,1.8,02110000,2020,"  $81,527",    315.9,"     $25,754,332",,,,,,"          $65,640,604.37","              $14,043.78","          $71,668,072.51","              $14,995.83","           4,674.0","           4,779.2",13.6,28.9,23.5,15.6,11.4,4.2,2.7,0.0,0.6,94.5,4.9,0.2,8.0,3.1,49.5,12.0,50.5,2.9,0.1,0.0,73.8,575.0,,572.0,     219,North Andover,572.0
       300,2.7,94.0,0.3,0.0,0.0,3.0,02120000,2020,"  $81,559",    285.3,"     $23,268,883",,,,,,"          $55,501,271.71","              $13,248.02","          $60,907,031.38","              $13,845.34","           4,189.4","           4,399.1",18.4,22.6,23.2,14.4,14.2,7.2,0.0,0.0,1.1,90.8,8.1,0.1,7.2,4.3,48.9,4.9,51.0,4.0,0.1,0.0,79.3,567.0,,571.0,     164,North Attleborough,571.0
        42,2.4,92.9,0.0,0.0,0.0,4.8,02150000,2020,"  $63,582",     45.8,"      $2,912,049",,,,,,"           $8,437,088.71","              $15,309.54","          $10,012,487.82","              $14,536.13",             551.1,             688.8,12.4,17.4,31.0,27.5,8.5,3.1,0.0,2.2,0.0,97.8,0.0,0.0,0.7,0.7,47.2,5.7,52.8,3.9,0.0,0.0,89.0,511.0,,553.0,      16,North Brookfield,553.0
       214,0.5,97.7,0.0,0.0,0.0,1.9,07350000,2020,"  $75,065",    247.4,"     $18,571,164",,,,,,"          $45,869,685.58","              $14,900.50","          $53,126,771.07","              $16,163.18","           3,078.4","           3,286.9",16.4,17.2,25.3,23.1,12.6,3.9,1.5,0.0,0.8,77.6,21.6,0.1,1.5,1.7,48.7,5.0,51.3,3.3,0.0,0.0,88.3,532.0,,555.0,      82,North Middlesex,555.0
       201,0.0,99.0,0.0,0.0,0.0,1.0,02170000,2020,"  $81,584",    207.2,"     $16,904,268",,,,,,"          $39,301,051.34","              $16,323.07","          $42,552,332.31","              $17,378.94","           2,407.7","           2,448.5",16.9,24.3,25.3,14.4,13.5,3.7,1.9,2.9,0.5,86.8,9.8,0.1,4.5,0.5,48.8,3.9,51.2,2.9,0.1,0.0,88.0,557.0,,562.0,     112,North Reading,562.0
       209,3.3,92.8,1.4,0.5,0.0,1.9,02100000,2020,"  $65,209",    235.9,"     $15,382,729",,,,,,"          $42,502,377.00","              $15,501.63","          $48,114,609.44","              $15,929.88","           2,741.8","           3,020.4",18.4,20.4,20.8,16.4,22.0,1.8,0.2,0.0,3.0,69.4,27.6,0.1,3.0,3.0,48.5,16.0,51.4,6.7,0.0,0.1,71.0,602.0,,608.0,     139,Northampton,608.0
       115,2.6,94.8,1.7,0.0,0.0,0.9,04060000,2020,"  $67,664",     56.0,"      $3,789,165",,,,,,"          $11,175,203.88","              $22,480.80","          $11,193,851.88","              $22,518.31",             497.1,             497.1,8.9,32.1,26.8,14.3,8.9,7.1,1.8,53.6,0.0,39.3,7.1,0.0,0.4,1.4,43.5,13.1,56.5,1.6,0.0,0.0,83.5,498.0,,508.0,      16,Northampton-Smith Vocational Agricultural,508.0
       348,1.7,96.6,0.0,0.0,0.0,1.7,07300000,2020,"  $91,342",    115.4,"     $10,540,890",,,,,,"          $24,910,046.96","              $17,901.58","          $26,406,478.19","              $18,621.03","           1,391.5","           1,418.1",12.1,27.5,19.1,20.9,14.4,4.0,2.0,4.5,0.8,91.8,2.9,0.4,11.4,1.2,50.7,5.7,49.3,3.6,0.4,0.0,77.3,606.0,,595.0,     192,Northboro-Southboro,595.0
       121,4.1,90.9,1.7,0.0,0.0,3.3,02140000,2020,"  $74,441",    159.8,"     $11,895,607",,,,,,"          $29,762,521.70","              $14,843.41","          $34,326,867.85","              $15,364.96","           2,005.1","           2,234.1",13.7,25.4,28.3,18.1,8.0,5.1,1.5,0.0,2.4,81.7,15.9,0.1,0.8,0.8,48.6,7.6,51.4,4.9,0.1,0.0,85.9,517.0,,537.0,      45,Northbridge,537.0
       290,0.7,97.9,0.3,0.0,0.0,1.0,08530000,2020,"  $92,802",    119.6,"     $11,099,128",,,,,,"          $29,188,167.33","              $23,095.56","          $29,244,049.33","              $23,139.78","           1,263.8","           1,263.8",13.2,26.7,23.3,14.0,11.2,5.9,5.8,48.2,0.8,40.2,10.9,0.1,0.6,2.6,45.5,34.9,54.5,1.9,0.2,0.0,59.7,462.0,,493.0,      79,Northeast Metropolitan Regional Vocational Technical,493.0
       117,0.0,97.4,0.0,0.0,0.0,2.6,08510000,2020,"  $83,580",     50.1,"      $4,187,345",,,,,,"          $10,531,191.18","              $21,589.16","          $10,575,913.18","              $21,504.50",             487.8,             491.8,21.9,28.7,23.8,16.2,9.4,0.0,0.0,51.5,0.0,48.5,0.0,0.0,0.4,0.6,39.8,1.4,60.2,2.6,0.0,0.0,95.1,481.0,,503.0,      30,Northern Berkshire Regional Vocational Technical,503.0
       187,3.2,94.1,0.0,0.0,0.0,2.7,02180000,2020,"  $87,137",    169.2,"     $14,743,570",,,,,,"          $36,382,844.35","              $14,917.12","          $41,612,567.31","              $16,018.39","           2,439.0","           2,597.8",15.7,25.4,20.7,24.7,8.1,5.3,0.0,0.0,0.6,88.9,10.5,0.2,1.9,1.8,50.1,4.2,49.9,3.9,0.1,0.0,87.9,549.0,,550.0,      96,Norton,550.0
